OTU_ID	kingdom	phylum	class	order	family	genus	species
OTU2566	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Cuniculitremaceae	g__Kockovaella	
OTU2568	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__Hydnodontaceae	g__Trechispora	
OTU2569	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU257	k__Fungi	p__Ascomycota					
OTU2570	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU2571	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU2572	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU2573	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae		
OTU2574	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales			
OTU2575	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2577	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2578	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2579	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleraceae	g__Fonsecazyma	s__Fonsecazyma_mujuensis
OTU2580	k__Fungi						
OTU2581	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae		
OTU2582	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Tricholomataceae	g__Mycena	s__Mycena_chlorophos
OTU2584	k__Fungi	p__Ascomycota					
OTU2585	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2586	k__Fungi						
OTU2587	k__Fungi						
OTU2588	k__Fungi						
OTU259	k__Fungi	p__Ascomycota					
OTU2590	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__Umbelopsidales	f__Umbelopsidaceae	g__Umbelopsis	
OTU2591	k__Fungi						
OTU2593	k__Fungi	p__Ascomycota					
OTU2594	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Fusarium	
OTU2595	k__Fungi						
OTU2596	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Minimedusa	s__Minimedusa_obcoronata
OTU2597	k__Fungi	p__Ascomycota					
OTU2598	k__Fungi	p__Ascomycota					
OTU2599	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales			
OTU26	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae	g__Camarophyllopsis	s__unidentified
OTU2600	Unclassified						
OTU2601	k__Fungi						
OTU2602	k__Fungi						
OTU2603	k__Fungi						
OTU2604	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2605	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2606	k__Fungi						
OTU2607	k__Fungi	p__Ascomycota					
OTU2608	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2609	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Cantharellales_fam_Incertae_sedis	g__Sistotrema	s__Sistotrema_coroniferum
OTU261	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	
OTU2610	k__Fungi						
OTU2611	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	
OTU2612	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	s__Orbilia_aristata
OTU2613	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2614	k__Fungi	p__Basidiomycota					
OTU2615	k__Fungi	p__Ascomycota					
OTU2616	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2618	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2619	k__Fungi	p__Ascomycota					
OTU262	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Massarinaceae	g__Stagonospora	
OTU2620	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Pleosporaceae	g__Curvularia	s__Curvularia_lunata
OTU2621	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS21	f__unidentified	g__unidentified	s__unidentified
OTU2622	k__Fungi						
OTU2623	k__Fungi						
OTU2624	k__Fungi						
OTU2625	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2626	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes				
OTU2627	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Trichosphaeriales	f__Trichosphaeriaceae	g__Nigrospora	s__unidentified
OTU2629	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Terramycetaceae		
OTU2630	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Lasionectria	s__unidentified
OTU2631	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2633	k__Fungi						
OTU2634	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Geastrumia	s__Geastrumia_polystigmatis
OTU2635	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU2636	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Thanatephorus	s__Thanatephorus_cucumeris
OTU2637	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Sclerococcales	f__Sclerococcales_fam._Incertae_sedis	g__Fusichalara	s__unidentified
OTU2638	k__Fungi	p__Ascomycota	c__Saccharomycetes	o__Saccharomycetales	f__Saccharomycetales_fam_Incertae_sedis	g__Candida	s__Candida_pseudolambica
OTU2639	k__Fungi	p__Ascomycota	c__Ascomycota_cls_Incertae_sedis	o__Ascomycota_ord_Incertae_sedis	f__Ascomycota_fam_Incertae_sedis	g__Monocillium	s__Monocillium_indicum
OTU2640	k__Fungi						
OTU2641	k__Fungi	p__Basidiomycota	c__Agaricostilbomycetes	o__Agaricostilbales			
OTU2642	k__Fungi	p__Ascomycota					
OTU2643	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellaceae	g__Colletotrichum	
OTU2644	k__Fungi	p__Ascomycota					
OTU2645	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2646	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU2647	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU2648	k__Fungi						
OTU2649	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Clavariaceae		
OTU2650	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae		
OTU2651	k__Fungi						
OTU2652	k__Fungi						
OTU2653	k__Fungi						
OTU2654	k__Fungi						
OTU2655	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2656	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU2657	k__Fungi						
OTU2658	k__Fungi						
OTU2659	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae		
OTU266	k__Fungi						
OTU2660	k__Fungi						
OTU2661	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2662	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2663	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Ramularia	s__Ramularia_rumicis-crispi
OTU2664	k__Fungi	p__Ascomycota					
OTU2665	k__Fungi						
OTU2667	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Dissoconiaceae	g__Ramichloridium	
OTU2669	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Didymosphaeriaceae		
OTU267	k__Fungi						
OTU2670	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Chaetothyriales			
OTU2671	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Geastrales	f__Geastraceae		
OTU2672	k__Fungi						
OTU2673	k__Fungi						
OTU2674	k__Fungi	p__Ascomycota					
OTU2675	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Zasmidium	s__Zasmidium_syzygii
OTU2676	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales			
OTU2677	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae	g__Ceratobasidium	s__unidentified
OTU2678	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales	f__Cystobasidiaceae	g__Cystobasidium	s__unidentified
OTU2679	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU2680	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Teichosporaceae	g__Teichospora	s__Teichospora_thailandica
OTU2681	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes	o__Cystobasidiales			
OTU2682	k__Fungi	p__Ascomycota					
OTU2683	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Corticiaceae	g__Schizopora	s__Schizopora_flavipora
OTU2684	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2685	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2686	k__Fungi	p__Mucoromycota	c__Umbelopsidomycetes	o__GS23	f__unidentified	g__unidentified	s__unidentified
OTU2687	k__Fungi	p__Glomeromycota					
OTU2688	k__Fungi						
OTU2689	k__Fungi						
OTU269	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales	f__Lasiosphaeriaceae	g__Podospora	s__Podospora_austrohemisphaerica
OTU2690	k__Fungi						
OTU2691	k__Fungi						
OTU2692	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae	g__Passalora	s__Passalora_intermedia
OTU2693	k__Fungi						
OTU2694	k__Fungi						
OTU2695	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Omphalotaceae	g__Marasmiellus	s__Marasmiellus_candidus
OTU2696	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2697	k__Fungi	p__Ascomycota					
OTU2699	k__Fungi						
OTU270	k__Fungi	p__Ascomycota					
OTU2700	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales			
OTU2701	k__Fungi	p__Ascomycota					
OTU2702	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Coriolaceae	g__Postia	s__Postia_caesia
OTU2704	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales			
OTU2705	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU2706	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Myrmecridiales	f__Myrmecridiaceae	g__Myrmecridium	s__Myrmecridium_schulzeri
OTU2707	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU2708	k__Fungi	p__Chytridiomycota	c__Rhizophydiomycetes	o__Rhizophydiales	f__Alphamycetaceae	g__Betamyces	s__Betamyces_americae-meridionalis
OTU2709	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU271	k__Fungi	p__Ascomycota	c__Eurotiomycetes				
OTU2710	k__Fungi	p__Ascomycota					
OTU2711	k__Fungi	p__Basidiomycota					
OTU2712	k__Fungi						
OTU2713	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales			
OTU2714	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2715	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU2716	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Coniochaetales	f__Coniochaetaceae	g__Coniochaeta	
OTU2717	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU2718	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Clavicipitaceae	g__Myriogenospora	s__Myriogenospora_atramentosa
OTU2719	k__Fungi						
OTU272	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2720	k__Fungi						
OTU2721	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	s__Orbilia_eucalypti
OTU2722	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Teratosphaeriaceae		
OTU2723	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales			
OTU2725	k__Fungi						
OTU2726	k__Fungi						
OTU2727	k__Fungi	p__Mucoromycota					
OTU2728	k__Fungi	p__Basidiomycota	c__Microbotryomycetes				
OTU2729	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU273	k__Fungi	p__Ascomycota	c__Geoglossomycetes	o__Geoglossales	f__Geoglossaceae	g__Geoglossum	s__unidentified
OTU2730	k__Fungi						
OTU2731	k__Fungi						
OTU2732	k__Fungi						
OTU2733	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae		
OTU2734	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU2735	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2736	k__Fungi	p__Glomeromycota					
OTU2737	k__Fungi						
OTU2738	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU2739	k__Fungi						
OTU274	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales			
OTU2740	k__Fungi						
OTU2741	k__Fungi						
OTU2742	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2743	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Ceratobasidiaceae		
OTU2744	k__Fungi						
OTU2745	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__unidentified
OTU2746	k__Fungi						
OTU2747	k__Fungi						
OTU2749	k__Fungi						
OTU2751	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Leptosphaeriaceae	g__Sphaerellopsis	s__Sphaerellopsis_paraphysata
OTU2752	Unclassified						
OTU2753	k__Fungi						
OTU2754	k__Fungi	p__Ascomycota					
OTU2755	k__Fungi						
OTU2756	k__Fungi	p__Ascomycota	c__Dothideomycetes				
OTU2757	k__Fungi						
OTU2758	k__Fungi	p__Ascomycota					
OTU2759	k__Fungi						
OTU2760	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae		
OTU2761	k__Fungi						
OTU2762	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Meruliaceae	g__Mycoacia	s__Mycoacia_fuscoatra
OTU2763	k__Fungi						
OTU2764	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2765	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes				
OTU2766	k__Fungi						
OTU2767	k__Fungi	p__Ascomycota	c__Leotiomycetes				
OTU2768	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Trechisporales	f__unidentified	g__unidentified	s__unidentified
OTU2769	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2770	k__Fungi	p__Glomeromycota					
OTU2771	k__Fungi						
OTU2772	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Sordariales			
OTU2773	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__unidentified
OTU2774	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU2776	k__Fungi						
OTU2778	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Chaetosphaeriales	f__Chaetosphaeriaceae	g__Chloridium	s__unidentified
OTU2779	k__Fungi						
OTU2780	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales	f__Clavulinaceae	g__Clavulina	s__unidentified
OTU2781	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Sebacinales	f__Serendipitaceae	g__Serendipita	s__unidentified
OTU2782	k__Fungi						
OTU2783	k__Fungi						
OTU2784	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2785	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2786	k__Fungi						
OTU2787	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Proliferodiscus	s__Proliferodiscus_alboviridis
OTU2788	k__Fungi						
OTU2789	k__Fungi	p__Ascomycota					
OTU2790	k__Fungi	p__Ascomycota					
OTU2791	k__Fungi						
OTU2793	k__Fungi						
OTU2795	k__Fungi						
OTU2797	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales			
OTU2799	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU2800	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Polyporales_fam_Incertae_sedis	g__Steccherinum	s__Steccherinum_ochraceum
OTU2801	k__Fungi						
OTU2802	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU2803	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Trichosporonales	f__Tetragoniomycetaceae	g__Tetragoniomyces	s__Tetragoniomyces_uliginosus
OTU2804	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU2805	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Dothioraceae	g__Pseudoseptoria	
OTU2806	k__Fungi	p__Ascomycota					
OTU2807	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Glomerellaceae	g__Colletotrichum	
OTU2808	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Hyaloscyphaceae	g__Arachnopeziza	s__unidentified
OTU2810	k__Fungi						
OTU2811	k__Fungi						
OTU2812	k__Fungi						
OTU2813	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Periconiaceae	g__Periconia	
OTU2814	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2815	k__Fungi	p__Chytridiomycota	c__Rhizophlyctidomycetes	o__Rhizophlyctidales	f__Rhizophlyctidaceae	g__Rhizophlyctis	s__Rhizophlyctis_rosea
OTU2817	k__Fungi						
OTU2818	k__Fungi						
OTU2819	k__Fungi						
OTU2820	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__GS22	f__unidentified	g__unidentified	s__unidentified
OTU2822	k__Fungi	p__Ascomycota					
OTU2823	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	
OTU2824	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae		
OTU2825	k__Fungi	p__Ascomycota					
OTU2826	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Tremellaceae	g__Cryptococcus	s__unidentified
OTU2828	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	s__Mortierella_cystojenkinii
OTU2829	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	
OTU2830	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2831	k__Fungi						
OTU2832	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Glomerellales	f__Plectosphaerellaceae		
OTU2833	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU2834	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Cantharellales			
OTU2835	k__Fungi	p__Entomophthoromycota	c__Basidiobolomycetes	o__Basidiobolales	f__Basidiobolaceae	g__unidentified	s__unidentified
OTU2836	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes				
OTU2839	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Penicillium	
OTU2840	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Polyporales	f__Phanerochaetaceae	g__Bjerkandera	s__Bjerkandera_adusta
OTU2841	k__Fungi						
OTU2843	k__Fungi						
OTU2844	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Mycosphaerellaceae		
OTU2845	k__Fungi						
OTU2847	k__Fungi	p__Ascomycota					
OTU2848	k__Fungi	p__Ascomycota	c__Sordariomycetes				
OTU2849	k__Fungi						
OTU2850	k__Fungi						
OTU2851	k__Fungi						
OTU2852	k__Fungi						
OTU2854	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales	f__Dissoconiaceae	g__Ramichloridium	s__Ramichloridium_luteum
OTU2855	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2856	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	
OTU2857	k__Fungi	p__Ascomycota					
OTU2858	k__Fungi	p__Ascomycota					
OTU2859	k__Fungi						
OTU2861	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2862	k__Fungi						
OTU2863	k__Fungi	p__Ascomycota					
OTU2864	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales			
OTU2865	k__Fungi						
OTU2866	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales	f__Teichosporaceae		
OTU2868	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2870	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Diversisporales	f__Diversisporaceae		
OTU2871	k__Fungi	p__Ascomycota					
OTU2872	k__Fungi	p__Ascomycota	c__Lecanoromycetes				
OTU2873	k__Fungi	p__Ascomycota	c__Ascomycota_cls_Incertae_sedis	o__Ascomycota_ord_Incertae_sedis	f__Ascomycota_fam_Incertae_sedis	g__Pseudosigmoidea	s__Pseudosigmoidea_ibarakiensis
OTU2874	k__Fungi						
OTU2875	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2876	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Hypomyces	s__unidentified
OTU2877	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Nectriaceae	g__Cosmospora	s__Cosmospora_viridescens
OTU2878	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2879	k__Fungi	p__Mucoromycota	c__Mucoromycetes	o__Mucorales	f__Mucoraceae	g__Mucor	s__Mucor_ardhlaengiktus
OTU288	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	
OTU2880	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Hypocreaceae	g__Trichoderma	
OTU2881	k__Fungi	p__Mucoromycota	c__Endogonomycetes	o__Endogonales	f__Endogonaceae	g__Endogone	
OTU2882	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales			
OTU2883	k__Fungi	p__Ascomycota					
OTU2884	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Dothideales	f__Aureobasidiaceae	g__Aureobasidium	s__Aureobasidium_pullulans
OTU2885	k__Fungi						
OTU2886	k__Fungi						
OTU2887	k__Fungi	p__Basidiomycota	c__Cystobasidiomycetes				
OTU2888	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales	f__Helotiaceae	g__Hymenoscyphus	
OTU2889	k__Fungi	p__Glomeromycota	c__Glomeromycetes	o__Glomerales	f__Glomeraceae		
OTU289	k__Fungi						
OTU2890	k__Fungi	p__Basidiomycota	c__Microbotryomycetes	o__Sporidiobolales			
OTU2891	k__Fungi						
OTU2892	k__Fungi	p__Ascomycota	c__Eurotiomycetes				
OTU2893	k__Fungi	p__Ascomycota	c__Orbiliomycetes	o__Orbiliales	f__Orbiliaceae	g__Orbilia	s__Orbilia_aristata
OTU2894	k__Fungi						
OTU2895	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Stachybotryaceae		
OTU2896	Unclassified						
OTU2897	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Cordycipitaceae	g__Simplicillium	s__unidentified
OTU2898	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU2899	k__Fungi						
OTU29	k__Fungi						
OTU2900	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	
OTU2901	k__Fungi	p__Ascomycota					
OTU2902	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Capnodiales			
OTU2903	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Tubeufiales	f__Tubeufiaceae	g__Helicosporium	s__Helicosporium_gracile
OTU2905	Unclassified						
OTU2906	k__Fungi	p__Ascomycota					
OTU2907	k__Fungi						
OTU2908	k__Fungi						
OTU2909	k__Fungi	p__Mortierellomycota	c__Mortierellomycetes	o__Mortierellales	f__Mortierellaceae	g__Mortierella	
OTU2910	k__Fungi	p__Ascomycota	c__Leotiomycetes	o__Helotiales			
OTU2911	k__Fungi	p__Basidiomycota	c__Ustilaginomycetes	o__Ustilaginales	f__Ustilaginaceae	g__Pseudozyma	s__Pseudozyma_pruni
OTU2912	k__Fungi						
OTU2913	k__Fungi						
OTU2914	k__Fungi						
OTU2915	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Agaricales	f__Entolomataceae	g__Entoloma	
OTU2916	k__Fungi						
OTU2917	k__Fungi						
OTU2918	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Xylariales	f__Xylariaceae		
OTU2919	k__Fungi	p__Ascomycota	c__Dothideomycetes	o__Pleosporales			
OTU2920	k__Fungi	p__Basidiomycota	c__Agaricomycetes				
OTU2921	k__Fungi	p__Glomeromycota	c__Glomeromycetes				
OTU2922	k__Fungi	p__Ascomycota	c__Sordariomycetes	o__Hypocreales	f__Ophiocordycipitaceae	g__Tolypocladium	s__Tolypocladium_pustulatum
OTU2923	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Trichocomaceae	g__Talaromyces	
OTU2924	k__Fungi						
OTU2925	Unclassified						
OTU2926	k__Fungi						
OTU2927	k__Fungi						
OTU2928	k__Fungi	p__Ascomycota	c__Eurotiomycetes	o__Eurotiales	f__Aspergillaceae	g__Aspergillus	s__Aspergillus_flavipes
OTU2929	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Corticiales	f__Corticiaceae	g__Hyphodontia	s__Hyphodontia_microspora
OTU2930	k__Fungi	p__Basidiomycota	c__Tremellomycetes	o__Tremellales	f__Bulleribasidiaceae	g__Hannaella	
OTU2931	k__Fungi						
OTU2932	k__Fungi						
OTU2933	k__Fungi	p__Basidiomycota	c__Agaricomycetes	o__Hymenochaetales	f__Rickenellaceae	g__Rickenella	s__Rickenella_fibula
